phrase_id,family_id,family_title,scenario_id,scenario_title,english_text,target_text,pronunciation,audio_key,audio_status,access_tier,variant_role,context,search_aliases,city_id,city_name,place_id,place_name,city_library_kind,city_page_kind,place_kind,content_role,notes
city-hue-place-vong-canh-hill,city-hue-place-vong-canh-hill,Vong Canh Hill pronunciation,city-guides,City Guides,Vong Canh Hill,Đồi Vọng Cảnh,doi vong canh,audio-authored-doi-vong-canh-973c1cfd1f,ready,premium,say-first,"Vọng Cảnh Hill is a short southwest Huế viewpoint best used after a tomb stop, with pine shade, Perfume River bends, countryside, soft light, and a planned ride back.",Hue | Huế | Vong Canh Hill | Đồi Vọng Cảnh,hue,Hue,hue-vong-canh-hill,Vong Canh Hill,place,place,nature,,city-library-v1; city=hue; subcategory=landmarks-attractions; difficulty=beginner; kind=place; pageKind=place; placeKind=nature; place=hue-vong-canh-hill; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-vy-da,city-hue-place-vy-da,Vy Da pronunciation,city-guides,City Guides,Vy Da,Vỹ Dạ,vy da,,planned,premium,say-first,Vy Da is worth recognizing because neighborhoods turn Hue from landmarks into lived-in areas. Expect quiet Hue neighborhood lane with river-adjacent houses and market basket detail.,Hue | Huế | Vy Da | Vỹ Dạ,hue,Hue,hue-vy-da,Vy Da,place,place,neighborhood,,city-library-v1; city=hue; subcategory=neighborhoods-streets; difficulty=beginner; kind=place; pageKind=place; placeKind=neighborhood; place=hue-vy-da; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-walking-street,city-hue-place-walking-street,Hue Walking Street pronunciation,city-guides,City Guides,Hue Walking Street,Phố đi bộ Huế,foh dee bo hweh,audio-authored-pho-di-bo-hue-a8bcc9ad7d,ready,premium,say-first,"Hue Walking Street is worth recognizing because a named street can make Hue feel walkable before arrival. Expect lively evening pedestrian street in Hue, small vendors, warm signs, river nearby.",Hue | Huế | Hue Walking Street | Phố đi bộ Huế,hue,Hue,hue-walking-street,Hue Walking Street,place,place,street,,city-library-v1; city=hue; subcategory=neighborhoods-streets; difficulty=beginner; kind=place; pageKind=place; placeKind=street; place=hue-walking-street; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-place-y-thao-garden,city-hue-place-y-thao-garden,Y Thao Garden pronunciation,city-guides,City Guides,Y Thao Garden,Ý Thảo Garden,y thao garden,,planned,premium,say-first,"Y Thao Garden is worth considering when a meal should feel like part of the itinerary, not just fuel between sights. Expect small garden restaurant in an old Hue house, woven mats, lanterns, and leafy courtyard.",Hue | Huế | Y Thao Garden | Ý Thảo Garden,hue,Hue,hue-y-thao-garden,Y Thao Garden,place,restaurant,restaurant,everyday,city-library-v1; city=hue; subcategory=food-coffee; difficulty=beginner; kind=place; pageKind=restaurant; placeKind=restaurant; contentRole=everyday; place=hue-y-thao-garden; editorialImport=viet-city-handwritten-copy-2026-05-18
city-hue-reservation-les-jardins,city-hue-reservation-les-jardins,I have a reservation at Les Jardins de la Carambole,city-guides,City Guides,I have a reservation at Les Jardins de la Carambole,Tôi có đặt bàn ở Les Jardins de la Carambole,toy koh dat ban uh les jardins de la carambole,,planned,premium,say-first,Use this at the restaurant entrance when staff need to find your booking.,Hue | Huế | Les Jardins de la Carambole | I have a reservation at Les Jardins de la Carambole | Tôi có đặt bàn ở Les Jardins de la Carambole,hue,Hue,hue-les-jardins,Les Jardins de la Carambole,phrase,phrase,restaurant,everyday,city-library-v1; city=hue; subcategory=food-coffee; difficulty=advanced; kind=phrase; pageKind=phrase; placeKind=restaurant; contentRole=everyday; place=hue-les-jardins
city-hue-stop-an-cuu-market,city-hue-stop-an-cuu-market,Stop at An Cuu Market,city-guides,City Guides,Stop at An Cuu Market,Dừng ở Chợ An Cựu,zoong uh chuh an cuu,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when An Cuu Market is the drop-off landmark you want.",Hue | Huế | An Cuu Market | Chợ An Cựu | Stop at An Cuu Market | Dừng ở Chợ An Cựu,hue,Hue,hue-an-cuu-market,An Cuu Market,phrase,phrase,market,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=market; place=hue-an-cuu-market
city-hue-stop-bao-vinh-ancient-town,city-hue-stop-bao-vinh-ancient-town,Stop at Bao Vinh Ancient Town,city-guides,City Guides,Stop at Bao Vinh Ancient Town,Dừng ở Phố cổ Bao Vinh,zoong uh foh co bao vinh,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Bao Vinh Ancient Town is the drop-off landmark you want.",Hue | Huế | Bao Vinh Ancient Town | Phố cổ Bao Vinh | Stop at Bao Vinh Ancient Town | Dừng ở Phố cổ Bao Vinh,hue,Hue,hue-bao-vinh-ancient-town,Bao Vinh Ancient Town,phrase,phrase,neighborhood,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=neighborhood; place=hue-bao-vinh-ancient-town
city-hue-stop-bun-bo-city,city-hue-stop-bun-bo-city,"Bun bo Hue, please",city-guides,City Guides,"Bun bo Hue, please",Cho tôi bún bò Huế,cho toy boon bo hweh,,planned,premium,say-first,Use this as a short order when the dish is already clear.,"Hue | Huế | Bun bo Hue | Bún bò Huế | Bun bo Hue, please | Cho tôi bún bò Huế",hue,Hue,hue-bun-bo-city,Bun bo Hue,phrase,phrase,dish,dish,city-library-v1; city=hue; subcategory=food-coffee; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=dish; contentRole=dish; place=hue-bun-bo-city
city-hue-stop-dong-ba-bun-bo,city-hue-stop-dong-ba-bun-bo,Let me off at Dong Ba Market,city-guides,City Guides,Let me off at Dong Ba Market,Cho tôi xuống ở chợ Đông Ba,cho toy xwong uh chuh dong ba,,planned,premium,say-first,Use this with a driver when Đông Ba Market is the drop-off point.,Hue | Huế | Dong Ba Market | Chợ Đông Ba | Let me off at Dong Ba Market | Cho tôi xuống ở chợ Đông Ba,hue,Hue,hue-dong-ba-market,Dong Ba Market,phrase,phrase,market,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=market; place=hue-dong-ba-market
city-hue-stop-dong-ba-market,city-hue-stop-dong-ba-market,Stop at Dong Ba Market,city-guides,City Guides,Stop at Dong Ba Market,Dừng ở Chợ Đông Ba,zoong uh chuh dong ba,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Dong Ba Market is the drop-off landmark you want.",Hue | Huế | Dong Ba Market | Chợ Đông Ba | Stop at Dong Ba Market | Dừng ở Chợ Đông Ba,hue,Hue,hue-dong-ba-market,Dong Ba Market,phrase,phrase,market,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=market; place=hue-dong-ba-market
city-hue-stop-hen-island,city-hue-stop-hen-island,Stop at Hen Island,city-guides,City Guides,Stop at Hen Island,Dừng ở Cồn Hến,zoong uh con hen,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Hen Island is the drop-off landmark you want.",Hue | Huế | Hen Island | Cồn Hến | Stop at Hen Island | Dừng ở Cồn Hến,hue,Hue,hue-hen-island,Hen Island,phrase,phrase,neighborhood,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=neighborhood; place=hue-hen-island
city-hue-stop-le-loi-street,city-hue-stop-le-loi-street,Stop at Le Loi Street,city-guides,City Guides,Stop at Le Loi Street,Dừng ở Đường Lê Lợi,zoong uh duong le loi,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Le Loi Street is the drop-off landmark you want.",Hue | Huế | Le Loi Street | Đường Lê Lợi | Stop at Le Loi Street | Dừng ở Đường Lê Lợi,hue,Hue,hue-le-loi-street,Le Loi Street,phrase,phrase,street,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=street; place=hue-le-loi-street
city-hue-stop-les-jardins,city-hue-stop-les-jardins,Let me off near Les Jardins de la Carambole restaurant.,city-guides,City Guides,Let me off near Les Jardins de la Carambole restaurant.,Cho tôi xuống gần nhà hàng Les Jardins de la Carambole.,cho toy suong gun nyah hang les jardins de la carambole,,planned,premium,say-first,For a taxi or ride drop-off near Les Jardins de la Carambole.,Hue | Huế | Les Jardins de la Carambole | Let me off near Les Jardins de la Carambole restaurant. | Cho tôi xuống gần nhà hàng Les Jardins de la Carambole.,hue,Hue,hue-les-jardins,Les Jardins de la Carambole,phrase,phrase,restaurant,everyday,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=restaurant; contentRole=everyday; place=hue-les-jardins
city-hue-stop-nguyen-dinh-chieu-street,city-hue-stop-nguyen-dinh-chieu-street,Stop at Nguyen Dinh Chieu Walking Street,city-guides,City Guides,Stop at Nguyen Dinh Chieu Walking Street,Dừng ở Phố đi bộ Nguyễn Đình Chiểu,zoong uh foh dee bo ngween dinh chieu,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Nguyen Dinh Chieu Walking Street is the drop-off landmark you want.",Hue | Huế | Nguyen Dinh Chieu Walking Street | Phố đi bộ Nguyễn Đình Chiểu | Stop at Nguyen Dinh Chieu Walking Street | Dừng ở Phố đi bộ Nguyễn Đình Chiểu,hue,Hue,hue-nguyen-dinh-chieu-street,Nguyen Dinh Chieu Walking Street,phrase,phrase,street,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=street; place=hue-nguyen-dinh-chieu-street
city-hue-stop-night-market,city-hue-stop-night-market,Stop at Hue Night Market,city-guides,City Guides,Stop at Hue Night Market,Dừng ở Chợ đêm Huế,zoong uh chuh dem hweh,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Hue Night Market is the drop-off landmark you want.",Hue | Huế | Hue Night Market | Chợ đêm Huế | Stop at Hue Night Market | Dừng ở Chợ đêm Huế,hue,Hue,hue-night-market,Hue Night Market,phrase,phrase,market,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=market; place=hue-night-market
city-hue-stop-phu-bai-airport,city-hue-stop-phu-bai-airport,Stop at Phu Bai Airport,city-guides,City Guides,Stop at Phu Bai Airport,Dừng ở Sân bay Phú Bài,zoong uh sun bay foo bai,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Phu Bai Airport is the drop-off landmark you want.",Hue | Huế | Phu Bai Airport | Sân bay Phú Bài | Stop at Phu Bai Airport | Dừng ở Sân bay Phú Bài,hue,Hue,hue-phu-bai-airport,Phu Bai Airport,phrase,phrase,airport,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=airport; place=hue-phu-bai-airport
city-hue-stop-railway-station,city-hue-stop-railway-station,Stop at Hue Railway Station,city-guides,City Guides,Stop at Hue Railway Station,Dừng ở Ga Huế,zoong uh ga hweh,,planned,premium,say-first,"Use this in a car, taxi, or ride pickup when Hue Railway Station is the drop-off landmark you want.",Hue | Huế | Hue Railway Station | Ga Huế | Stop at Hue Railway Station | Dừng ở Ga Huế,hue,Hue,hue-railway-station,Hue Railway Station,phrase,phrase,station,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=station; place=hue-railway-station
city-hue-walking-street,city-hue-walking-street,Go to Hue Walking Street,city-guides,City Guides,Go to Hue Walking Street,Đi phố đi bộ Huế,dee foh dee boh hweh,,planned,premium,say-first,Use this for a simple evening route to a pedestrian street area in Hue.,Hue | Huế | Hue Walking Street | Phố đi bộ Huế | Go to Hue Walking Street | Đi phố đi bộ Huế,hue,Hue,hue-walking-street,Hue Walking Street,phrase,phrase,street,,city-library-v1; city=hue; subcategory=neighborhoods-streets; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=street; place=hue-walking-street
city-hue-where-airport,city-hue-where-airport,Where is Phu Bai Airport?,city-guides,City Guides,Where is Phu Bai Airport?,Sân bay Phú Bài ở đâu?,sun bay foo bai uh dow,,planned,premium,say-first,Use this when orienting Hue arrival or departure plans.,Hue | Huế | Phu Bai Airport | Sân bay Phú Bài | Where is Phu Bai Airport? | Sân bay Phú Bài ở đâu?,hue,Hue,hue-phu-bai-airport,Phu Bai Airport,phrase,phrase,airport,,city-library-v1; city=hue; subcategory=arrivals-routes; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=airport; place=hue-phu-bai-airport
city-hue-where-an-cuu-market,city-hue-where-an-cuu-market,Where is An Cuu Market?,city-guides,City Guides,Where is An Cuu Market?,Chợ An Cựu ở đâu?,chuh an cuu uh dow,,planned,premium,say-first,"Use this when you are close enough for a person to point, gesture, or name the next street toward An Cuu Market.",Hue | Huế | An Cuu Market | Chợ An Cựu | Where is An Cuu Market? | Chợ An Cựu ở đâu?,hue,Hue,hue-an-cuu-market,An Cuu Market,phrase,phrase,market,,city-library-v1; city=hue; subcategory=shopping-markets; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=market; place=hue-an-cuu-market
city-hue-where-bao-vinh-ancient-town,city-hue-where-bao-vinh-ancient-town,Where is Bao Vinh Ancient Town?,city-guides,City Guides,Where is Bao Vinh Ancient Town?,Phố cổ Bao Vinh ở đâu?,foh co bao vinh uh dow,,planned,premium,say-first,"Use this when you are close enough for a person to point, gesture, or name the next street toward Bao Vinh Ancient Town.",Hue | Huế | Bao Vinh Ancient Town | Phố cổ Bao Vinh | Where is Bao Vinh Ancient Town? | Phố cổ Bao Vinh ở đâu?,hue,Hue,hue-bao-vinh-ancient-town,Bao Vinh Ancient Town,phrase,phrase,neighborhood,,city-library-v1; city=hue; subcategory=neighborhoods-streets; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=neighborhood; place=hue-bao-vinh-ancient-town
city-hue-where-bun-bo-city,city-hue-where-bun-bo-city,Where can I get bun bo Hue?,city-guides,City Guides,Where can I get bun bo Hue?,Ở đâu có bún bò Huế?,uh dow koh boon bo hweh,,planned,premium,say-first,Ask this when you are looking for bún bò Huế nearby.,Hue | Huế | Bun bo Hue | Bún bò Huế | Where can I get bun bo Hue? | Ở đâu có bún bò Huế?,hue,Hue,hue-bun-bo-city,Bun bo Hue,phrase,phrase,dish,dish,city-library-v1; city=hue; subcategory=food-coffee; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=dish; contentRole=dish; place=hue-bun-bo-city
city-hue-where-dong-ba-bun-bo,city-hue-where-dong-ba-bun-bo,Where is bun bo at Dong Ba Market?,city-guides,City Guides,Where is bun bo at Dong Ba Market?,Bún bò ở chợ Đông Ba ở chỗ nào?,boon bo uh chuh dong ba uh cho nao,,planned,premium,say-first,Ask this inside or near Đông Ba Market when you are looking for the bún bò spot.,Hue | Huế | Bun bo at Dong Ba Market | Bún bò chợ Đông Ba ở Huế | Where is bun bo at Dong Ba Market? | Bún bò ở chợ Đông Ba ở chỗ nào?,hue,Hue,hue-dong-ba-bun-bo,Bun bo at Dong Ba Market,phrase,phrase,dish,dish,city-library-v1; city=hue; subcategory=food-coffee; difficulty=beginner; kind=phrase; pageKind=phrase; placeKind=dish; contentRole=dish; place=hue-dong-ba-bun-bo
