"phrase_id","scenario_id","family_id","family_title","family_summary","audio_key","english_text","target_text","canonical_target_text","pronunciation","access_tier","variant_role","context","you_may_hear","search_aliases","warning_note_type","audio_status","emoji","notes","status"
"v500-emer-safe-there-is-a-fire","emergency-safety","v500-emer-safe-there-is-a-fire","There is a fire","Use this when you need to say there is a fire.","v500-emer-safe-there-is-a-fire","There is a fire","CÃ³ má»™t ngá»n lá»­a","CÃ³ má»™t ngá»n lá»­a","Co mot ngon lua","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","there is a fire","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-i-need-first-aid","emergency-safety","v500-emer-safe-i-need-first-aid","I need first aid","Use this when you need to explain that i need first aid.","v500-emer-safe-i-need-first-aid","I need first aid","TÃ´i cáº§n sÆ¡ cá»©u","TÃ´i cáº§n sÆ¡ cá»©u","Toi can so cuu","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","i need first aid","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-stop-following-me","emergency-safety","v500-emer-safe-stop-following-me","Stop following me","Use this when you need to say stop following me.","v500-emer-safe-stop-following-me","Stop following me","Dá»«ng theo dÃµi tÃ´i","Dá»«ng theo dÃµi tÃ´i","Dung theo doi toi","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","stop following me","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-someone-is-injured","emergency-safety","v500-emer-safe-someone-is-injured","Someone is injured","Use this when you need to say someone is injured.","v500-emer-safe-someone-is-injured","Someone is injured","CÃ³ ngÆ°á»i bá»‹ thÆ°Æ¡ng","CÃ³ ngÆ°á»i bá»‹ thÆ°Æ¡ng","Co nguoi bi thuong","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","someone is injured","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-please-stay-near-me","emergency-safety","v500-emer-safe-please-stay-near-me","Please stay near me","Use this when you need direct help with the next step.","v500-emer-safe-please-stay-near-me","Please stay near me","Xin hÃ£y á»Ÿ gáº§n tÃ´i","Xin hÃ£y á»Ÿ gáº§n tÃ´i","Xin hay o gan toi","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","please stay near me","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-my-friend-needs-help","emergency-safety","v500-emer-safe-my-friend-needs-help","My friend needs help","Use this when you need to explain that my friend needs help.","v500-emer-safe-my-friend-needs-help","My friend needs help","Báº¡n tÃ´i cáº§n giÃºp Ä‘á»¡","Báº¡n tÃ´i cáº§n giÃºp Ä‘á»¡","Ban toi can giup do","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","my friend needs help","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-i-lost-my-credit-card","emergency-safety","v500-emer-safe-i-lost-my-credit-card","I lost my credit card","Use this when you need to explain that i lost my credit card.","v500-emer-safe-i-lost-my-credit-card","I lost my credit card","TÃ´i bá»‹ máº¥t tháº» tÃ­n dá»¥ng","TÃ´i bá»‹ máº¥t tháº» tÃ­n dá»¥ng","Toi bi mat the tin dung","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","i lost my credit card","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Lost, Stolen & Left Behind / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-please-leave-me-alone","emergency-safety","v500-emer-safe-please-leave-me-alone","Please leave me alone","Use this when you need direct help with the next step.","v500-emer-safe-please-leave-me-alone","Please leave me alone","Xin hÃ£y Ä‘á»ƒ tÃ´i yÃªn","Xin hÃ£y Ä‘á»ƒ tÃ´i yÃªn","Xin hay de toi yen","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","please leave me alone","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Harassment, Scams & Unsafe Situations / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-my-passport-is-missing","emergency-safety","v500-emer-safe-my-passport-is-missing","My passport is missing","Use this when you need to explain that my passport is missing.","v500-emer-safe-my-passport-is-missing","My passport is missing","Há»™ chiáº¿u cá»§a tÃ´i bá»‹ máº¥t","Há»™ chiáº¿u cá»§a tÃ´i bá»‹ máº¥t","Ho chieu cua toi bi mat","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","my passport is missing","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Lost, Stolen & Left Behind / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-please-call-the-police","emergency-safety","v500-emer-safe-please-call-the-police","Please call the police","Use this when you need direct help with the next step.","v500-emer-safe-please-call-the-police","Please call the police","HÃ£y gá»i cáº£nh sÃ¡t","HÃ£y gá»i cáº£nh sÃ¡t","Hay goi canh sat","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","please call the police","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / General Help & Urgency / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-please-call-an-ambulance","emergency-safety","v500-emer-safe-please-call-an-ambulance","Please call an ambulance","Use this when you need direct help with the next step.","v500-emer-safe-please-call-an-ambulance","Please call an ambulance","HÃ£y gá»i xe cáº¥p cá»©u","HÃ£y gá»i xe cáº¥p cá»©u","Hay goi xe cap cuu","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","please call an ambulance","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / General Help & Urgency / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-i-do-not-have-my-passport","emergency-safety","v500-emer-safe-i-do-not-have-my-passport","I do not have my passport","Use this when you need to explain that i do not have my passport.","v500-emer-safe-i-do-not-have-my-passport","I do not have my passport","TÃ´i khÃ´ng cÃ³ há»™ chiáº¿u","TÃ´i khÃ´ng cÃ³ há»™ chiáº¿u","Toi khong co ho chieu","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","i do not have my passport","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Embassy, Contacts & Recovery / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-emer-safe-there-has-been-an-accident","emergency-safety","v500-emer-safe-there-has-been-an-accident","There has been an accident","Use this when you need to say there has been an accident.","v500-emer-safe-there-has-been-an-accident","There has been an accident","ÄÃ£ cÃ³ má»™t tai náº¡n","ÄÃ£ cÃ³ má»™t tai náº¡n","Da co mot tai nan","premium","say-first","Use this when safety, theft, documents, police, or urgent help needs to be clear right now.","","there has been an accident","","planned","ðŸš¨","autonomous-500 cleanup historical source-lane record: Safety, Problems & Emergency Help / Accidents, Fire & Ambulance / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-soci-smal-talk-will-it-rain-today","social-small-talk","v500-soci-smal-talk-will-it-rain-today","Will it rain today","Ask this when you need will it rain today.","v500-soci-smal-talk-will-it-rain-today","Will it rain today?","HÃ´m nay trá»i cÃ³ mÆ°a khÃ´ng?","HÃ´m nay trá»i cÃ³ mÆ°a khÃ´ng?","Hom nay troi co mua khong","premium","say-first","Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.","","will it rain today?|will it rain today","","planned","ðŸ’¬","autonomous-500 cleanup historical source-lane record: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-soci-smal-talk-can-we-go-somewhere-cooler","social-small-talk","v500-soci-smal-talk-can-we-go-somewhere-cooler","Can we go somewhere cooler","Ask this when you need can we go somewhere cooler.","v500-soci-smal-talk-can-we-go-somewhere-cooler","Can we go somewhere cooler?","ChÃºng ta cÃ³ thá»ƒ Ä‘i Ä‘Ã¢u Ä‘Ã³ mÃ¡t máº» hÆ¡n Ä‘Æ°á»£c khÃ´ng?","ChÃºng ta cÃ³ thá»ƒ Ä‘i Ä‘Ã¢u Ä‘Ã³ mÃ¡t máº» hÆ¡n Ä‘Æ°á»£c khÃ´ng?","Chung ta co the di dau do mat me hon duoc khong","premium","say-first","Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.","","can we go somewhere cooler?|can we go somewhere cooler","","planned","ðŸ’¬","autonomous-500 cleanup historical source-lane record: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-soci-smal-talk-i-need-to-rest-for-a-moment","social-small-talk","v500-soci-smal-talk-i-need-to-rest-for-a-moment","I need to rest for a moment","Use this when you need to explain that i need to rest for a moment.","v500-soci-smal-talk-i-need-to-rest-for-a-moment","I need to rest for a moment","TÃ´i cáº§n nghá»‰ ngÆ¡i má»™t lÃ¡t","TÃ´i cáº§n nghá»‰ ngÆ¡i má»™t lÃ¡t","Toi can nghi ngoi mot lat","premium","say-first","Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.","","i need to rest for a moment","","planned","ðŸ’¬","autonomous-500 cleanup historical source-lane record: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-soci-smal-talk-please-do-not-take-my-photo","social-small-talk","v500-soci-smal-talk-please-do-not-take-my-photo","Please do not take my photo","Use this when you need direct help with the next step.","v500-soci-smal-talk-please-do-not-take-my-photo","Please do not take my photo","LÃ m Æ¡n Ä‘á»«ng chá»¥p áº£nh tÃ´i","LÃ m Æ¡n Ä‘á»«ng chá»¥p áº£nh tÃ´i","Lam on dung chup anh toi","premium","say-first","Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.","","please do not take my photo","","planned","ðŸ’¬","autonomous-500 cleanup historical source-lane record: Out & About: Sightseeing, Activities & Social / Polite Refusals & Boundaries / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
"v500-soci-smal-talk-where-can-i-buy-a-raincoat","social-small-talk","v500-soci-smal-talk-where-can-i-buy-a-raincoat","Where can I buy a raincoat","Ask this when you need where can i buy a raincoat.","v500-soci-smal-talk-where-can-i-buy-a-raincoat","Where can I buy a raincoat?","TÃ´i cÃ³ thá»ƒ mua Ã¡o mÆ°a á»Ÿ Ä‘Ã¢u?","TÃ´i cÃ³ thá»ƒ mua Ã¡o mÆ°a á»Ÿ Ä‘Ã¢u?","Toi co the mua ao mua o dau","premium","say-first","Use this when you want to stay friendly, set a boundary, or keep the social moment easy to manage.","","where can i buy a raincoat?|where can i buy a raincoat","","planned","ðŸ’¬","autonomous-500 cleanup historical source-lane record: Out & About: Sightseeing, Activities & Social / Weather, Comfort & Plans / keep_as_is; selected as premium fill in the historical lane; current live Viet seam already covers this row","approved"
